Aranda,1729087200,1.0,273.71,12.17,6.62,0.46,3.96,5.59,1.47
Aranda,1729090800,1.0,270.37,12.17,4.2,0.43,4.06,5.74,1.66
Aranda,1729094400,1.0,263.69,11.48,3.09,0.42,4.14,5.69,1.79
Aranda,1729098000,1.0,253.68,10.11,2.66,0.4,4.13,5.29,1.69
Aranda,1729101600,1.0,243.66,9.0,2.41,0.4,4.09,4.97,1.66
Aranda,1729105200,1.0,236.99,8.4,2.21,0.52,4.01,4.83,2.38
Aranda,1729108800,1.0,233.65,8.57,2.08,0.92,4.01,5.07,4.56
Aranda,1729112400,1.0,243.66,6.68,5.99,1.55,4.36,5.64,7.16
Aranda,1729116000,1.0,270.37,8.23,14.13,2.27,5.12,6.68,9.12
Aranda,1729119600,1.0,277.04,10.88,34.33,2.33,6.31,8.04,8.04
Aranda,1729123200,2.0,260.35,7.37,70.1,1.73,6.75,8.26,4.88
Aranda,1729126800,1.0,226.97,0.86,57.94,0.64,2.39,2.8,0.91
Aranda,1729130400,1.0,226.97,0.52,50.07,0.37,1.35,1.59,0.55
Aranda,1729134000,1.0,230.31,0.54,47.92,0.28,1.01,1.19,0.52
Aranda,1729137600,1.0,240.33,0.52,47.92,0.2,0.66,0.8,0.46
Aranda,1729141200,1.0,247.0,0.53,49.35,0.17,0.53,0.66,0.46
Aranda,1729144800,1.0,253.68,0.56,50.07,0.16,0.53,0.69,0.48
